Id,Location,Size,Bedrooms,Bathrooms,Year_Built,Price
6493,Mumbai,800 sqft,,1.0,2010.0,7880485
6494,Gurgaon,,3.0,1.0,2000.0,3950793
6495,Pune,1000 sqft,4.0,1.0,1995.0,4885200
6496,Bangalore,1200 sqft,1.0,,2018.0,6872332
6497,Delhi,2000 sqft,4.0,2.0,2012.0,4203427
6498,Gurgaon,1000 sqft,1.0,1.0,2010.0,5445028
6499,Delhi,,3.0,2.0,2012.0,2826238
6500,Bangalore,800 sqft,,2.0,,6393531
6501,Delhi,1500sqft,3.0,3.0,1995.0,3791520
6502,Delhi,,3.0,,2008.0,2895890
6503,Gurgaon,1800 sqft,,2.0,2008.0,5754725
6504,Gurgaon,2000 sqft,2.0,1.0,1995.0,5582634
6505,Gurgaon,,4.0,2.0,2012.0,4122730
6506,Pune,1500sqft,3.0,3.0,2015.0,4460452
6507,Mumbai,900sqft,3.0,3.0,2005.0,7182539
6508,Gurgaon,2000 sqft,4.0,2.0,2012.0,5726569
6509,Gurgaon,900sqft,,1.0,1995.0,4688781
6510,Bangalore,1800 sqft,3.0,1.0,1998.0,6850031
6511,Pune,2000 sqft,2.0,1.0,2018.0,4916994
6512,Delhi,1200 sqft,3.0,,1998.0,3994126
6513,Bangalore,2000 sqft,2.0,2.0,2000.0,6948202
6514,Noida,1800 sqft,4.0,1.0,2015.0,3492937
6515,Mumbai,NaN,4.0,1.0,2008.0,6044265
6516,Bangalore,,,3.0,2012.0,5070220
6517,Mumbai,1500sqft,1.0,2.0,2005.0,8032416
6518,Noida,,4.0,3.0,2018.0,2292310
6519,Noida,900sqft,2.0,3.0,2015.0,3023548
6520,Gurgaon,,3.0,2.0,2018.0,4161358
6521,Pune,1500sqft,3.0,1.0,2000.0,4533138
6522,Delhi,900sqft,1.0,2.0,2015.0,3468977
6523,Noida,1200 sqft,2.0,2.0,1995.0,3618954
6524,Delhi,800 sqft,4.0,2.0,2008.0,3944823
6525,Bangalore,1000 sqft,4.0,3.0,2018.0,6962100
6526,Mumbai,2000 sqft,1.0,2.0,,8537571
6527,Mumbai,,1.0,2.0,1998.0,5829820
6528,Delhi,1500sqft,,1.0,1998.0,3834593
6529,Pune,2000 sqft,1.0,,,4893415
6530,Mumbai,1200 sqft,,,1998.0,8371279
6531,Bangalore,900sqft,2.0,3.0,2018.0,6064984
6532,Pune,,3.0,2.0,2012.0,3486530
6533,Mumbai,1000 sqft,2.0,2.0,2000.0,8269073
6534,Gurgaon,800 sqft,1.0,1.0,2000.0,4954778
6535,Gurgaon,,,1.0,2012.0,4131850
6536,Delhi,1200 sqft,1.0,,2008.0,4120044
6537,Gurgaon,2000 sqft,2.0,2.0,2008.0,5606947
6538,Bangalore,,3.0,2.0,2015.0,5044602
6539,Mumbai,NaN,1.0,1.0,2015.0,5770501
6540,Mumbai,800 sqft,2.0,2.0,1995.0,7953703
6541,Mumbai,,1.0,1.0,2012.0,5894246
6542,Pune,1500sqft,2.0,1.0,2012.0,4646832
6543,Bangalore,1500sqft,4.0,1.0,,6464000
6544,Noida,1000 sqft,2.0,3.0,2000.0,3447168
6545,Gurgaon,1200 sqft,1.0,2.0,1998.0,5557054
6546,Delhi,900sqft,2.0,2.0,1998.0,3497134
6547,Gurgaon,NaN,3.0,3.0,2015.0,4104852
6548,Pune,800 sqft,4.0,1.0,2015.0,4732175
6549,Bangalore,1200 sqft,4.0,2.0,2005.0,7146915
6550,Bangalore,1500sqft,3.0,2.0,2010.0,6707059
6551,Pune,1500sqft,3.0,3.0,1995.0,4650146
6552,Noida,1800 sqft,3.0,,2018.0,3470971
6553,Noida,,,3.0,2010.0,2691478
6554,Gurgaon,,3.0,2.0,2010.0,4231023
6555,Noida,,2.0,1.0,2018.0,2515433
6556,Gurgaon,1800 sqft,4.0,2.0,2005.0,5470291
6557,Pune,800 sqft,1.0,1.0,2012.0,4714481
6558,Mumbai,,,,2018.0,6228938
6559,Noida,900sqft,,3.0,2012.0,3107060
6560,Pune,1800 sqft,3.0,2.0,2018.0,4793685
6561,Delhi,,3.0,2.0,2015.0,2928625
6562,Bangalore,NaN,,3.0,2005.0,5031021
6563,Bangalore,800 sqft,1.0,2.0,2008.0,6538687
6564,Delhi,1500sqft,4.0,2.0,,4067326
6565,Noida,NaN,2.0,1.0,2000.0,2721335
6566,Delhi,800 sqft,4.0,2.0,2005.0,4137102
6567,Gurgaon,900sqft,,1.0,2012.0,4976035
6568,Mumbai,1500sqft,3.0,,1995.0,7849912
6569,Noida,,1.0,2.0,2015.0,2438019
6570,Gurgaon,900sqft,4.0,2.0,2008.0,4690898
6571,Pune,NaN,3.0,1.0,2015.0,3279705
6572,Delhi,,3.0,2.0,1995.0,2750531
6573,Gurgaon,1000 sqft,2.0,3.0,2018.0,5459347
6574,Pune,,1.0,2.0,,3716872
6575,Delhi,,4.0,1.0,2018.0,2805695
6576,Delhi,NaN,4.0,1.0,2005.0,3072307
6577,Bangalore,1800 sqft,4.0,1.0,,7087346
6578,Pune,NaN,2.0,,2010.0,3351832
6579,Delhi,,,3.0,2012.0,3105695
6580,Mumbai,900sqft,2.0,3.0,2010.0,6964501
6581,Mumbai,1200 sqft,2.0,1.0,2005.0,8513406
6582,Noida,900sqft,4.0,2.0,2015.0,2911483
6583,Mumbai,800 sqft,,2.0,2000.0,7772317
6584,Delhi,2000 sqft,1.0,,1998.0,4270959
6585,Gurgaon,1500sqft,4.0,2.0,2000.0,5280998
6586,Pune,1000 sqft,1.0,,2012.0,4802275
6587,Gurgaon,,,1.0,2005.0,4154702
6588,Pune,NaN,,2.0,,3745254
6589,Bangalore,NaN,,2.0,2012.0,4900687
6590,Gurgaon,800 sqft,,3.0,2015.0,5011094
6591,Delhi,1200 sqft,,1.0,2018.0,4127899
6592,Bangalore,NaN,3.0,,2012.0,4940162
6593,Delhi,,2.0,,2010.0,2791435
6594,Noida,1200 sqft,,2.0,2008.0,3590672
6595,Delhi,,2.0,1.0,2010.0,2992358
6596,Mumbai,1000 sqft,3.0,2.0,2010.0,8587243
6597,Gurgaon,800 sqft,3.0,,1998.0,5077078
6598,Bangalore,1200 sqft,2.0,1.0,2005.0,7215145
6599,Bangalore,900sqft,3.0,3.0,2012.0,5794051
6600,Gurgaon,,2.0,2.0,2018.0,3830124
6601,Noida,2000 sqft,3.0,1.0,2015.0,3724442
6602,Mumbai,1000 sqft,1.0,2.0,,8321927
6603,Gurgaon,1000 sqft,3.0,3.0,2018.0,5823251
6604,Gurgaon,,2.0,1.0,1998.0,4019795
6605,Bangalore,900sqft,,2.0,2008.0,5865530
6606,Gurgaon,NaN,,1.0,2010.0,4131477
6607,Gurgaon,2000 sqft,2.0,1.0,1995.0,5598920
6608,Noida,NaN,,3.0,,2472531
6609,Bangalore,,1.0,1.0,1995.0,5222509
6610,Bangalore,900sqft,,1.0,2010.0,5974342
6611,Delhi,1000 sqft,3.0,2.0,2000.0,4008477
6612,Pune,NaN,4.0,1.0,2005.0,3275387
6613,Mumbai,,2.0,3.0,1998.0,5876695
6614,Noida,2000 sqft,3.0,1.0,2018.0,3584898
6615,Delhi,900sqft,1.0,,2005.0,3612998
6616,Bangalore,2000 sqft,4.0,2.0,2000.0,7207542
6617,Mumbai,1500sqft,4.0,2.0,,7975432
6618,Bangalore,1000 sqft,2.0,2.0,2005.0,7224335
6619,Gurgaon,NaN,4.0,2.0,2012.0,4006298
6620,Delhi,1800 sqft,1.0,1.0,1995.0,4281727
6621,Pune,1800 sqft,4.0,2.0,2018.0,5124459
6622,Pune,1000 sqft,1.0,3.0,,4678167
6623,Pune,1500sqft,3.0,3.0,1998.0,4343313
6624,Noida,,,2.0,2005.0,2512586
6625,Pune,,3.0,1.0,2015.0,3300560
6626,Gurgaon,1000 sqft,1.0,2.0,1998.0,5653802
6627,Gurgaon,1200 sqft,1.0,,2005.0,5398981
6628,Pune,800 sqft,4.0,1.0,,4576291
6629,Bangalore,1200 sqft,1.0,2.0,1998.0,7110367
6630,Bangalore,1000 sqft,2.0,1.0,2010.0,7169169
6631,Pune,1500sqft,1.0,2.0,2015.0,4656722
6632,Delhi,NaN,3.0,3.0,1998.0,2802165
6633,Delhi,NaN,3.0,3.0,2008.0,3063920
6634,Noida,800 sqft,2.0,2.0,2008.0,3404858
6635,Gurgaon,1500sqft,1.0,,2018.0,5193540
6636,Bangalore,1500sqft,1.0,2.0,2015.0,6264979
6637,Mumbai,,2.0,1.0,2018.0,6030415
6638,Delhi,1500sqft,3.0,1.0,2010.0,3989548
6639,Delhi,1200 sqft,3.0,2.0,1995.0,4276667
6640,Mumbai,1000 sqft,3.0,2.0,2000.0,8352057
6641,Pune,2000 sqft,4.0,2.0,1995.0,5131699
6642,Pune,800 sqft,4.0,2.0,2010.0,4529337
6643,Gurgaon,,3.0,1.0,2010.0,4227455
6644,Pune,1200 sqft,,2.0,1995.0,4966245
6645,Delhi,1000 sqft,,2.0,1998.0,4161201
6646,Bangalore,1800 sqft,,1.0,2000.0,6856496
6647,Pune,,4.0,2.0,2012.0,3722607
6648,Mumbai,,,1.0,2010.0,5973779
6649,Bangalore,,3.0,1.0,2012.0,5073355
6650,Noida,2000 sqft,4.0,2.0,2005.0,3659496
6651,Pune,2000 sqft,2.0,1.0,2010.0,5116584
6652,Pune,,2.0,3.0,1995.0,3274060
6653,Delhi,800 sqft,2.0,,2008.0,3697561
6654,Gurgaon,,1.0,2.0,1995.0,4197840
6655,Noida,1500sqft,1.0,2.0,2005.0,3265958
6656,Gurgaon,900sqft,1.0,3.0,2015.0,5041269
6657,Gurgaon,,,1.0,2018.0,4089855
6658,Pune,1800 sqft,4.0,1.0,2012.0,5136068
6659,Delhi,NaN,3.0,1.0,2005.0,2891915
6660,Delhi,1500sqft,2.0,2.0,2018.0,3734752
6661,Delhi,900sqft,3.0,3.0,1998.0,3410587
6662,Gurgaon,1200 sqft,2.0,2.0,2000.0,5546561
6663,Bangalore,2000 sqft,1.0,2.0,1995.0,6801210
6664,Pune,1000 sqft,4.0,1.0,1995.0,4789473
6665,Mumbai,1500sqft,3.0,,2015.0,7875910
6666,Delhi,1800 sqft,,2.0,2010.0,4116595
6667,Bangalore,1800 sqft,4.0,3.0,2018.0,7055214
6668,Noida,2000 sqft,,1.0,2000.0,3437393
6669,Pune,1200 sqft,3.0,,1998.0,4916494
6670,Delhi,1200 sqft,3.0,3.0,2010.0,4283481
6671,Gurgaon,1200 sqft,2.0,1.0,2012.0,5568275
6672,Bangalore,800 sqft,1.0,2.0,2000.0,6455302
6673,Mumbai,2000 sqft,4.0,,1998.0,8480570
6674,Mumbai,800 sqft,2.0,1.0,,8027824
6675,Pune,2000 sqft,3.0,,2018.0,4854963
6676,Pune,900sqft,1.0,1.0,2012.0,4329366
6677,Noida,1200 sqft,,2.0,,3691931
6678,Gurgaon,800 sqft,2.0,1.0,,5110767
6679,Bangalore,1000 sqft,4.0,3.0,2005.0,7003108
6680,Delhi,1000 sqft,1.0,1.0,2000.0,4074277
6681,Gurgaon,,3.0,2.0,2012.0,4209715
6682,Gurgaon,900sqft,3.0,3.0,2000.0,4857148
6683,Gurgaon,2000 sqft,,,1998.0,5494290
6684,Noida,NaN,2.0,3.0,2008.0,2393295
6685,Pune,800 sqft,1.0,2.0,2018.0,4512727
6686,Noida,1200 sqft,2.0,3.0,2010.0,3295697
6687,Gurgaon,1800 sqft,4.0,2.0,1995.0,5780311
6688,Gurgaon,1200 sqft,1.0,1.0,2018.0,5401957
6689,Pune,800 sqft,1.0,2.0,2005.0,4502157
6690,Gurgaon,NaN,4.0,,1995.0,4151939
6691,Gurgaon,NaN,3.0,3.0,,3985749
6692,Pune,1500sqft,,1.0,2015.0,4683693
6693,Noida,1500sqft,2.0,2.0,2018.0,3313930
6694,Bangalore,,2.0,2.0,1998.0,4892643
6695,Gurgaon,NaN,1.0,3.0,2010.0,3985398
6696,Noida,,3.0,1.0,1998.0,2438305
6697,Gurgaon,1500sqft,3.0,1.0,2008.0,4966179
6698,Delhi,2000 sqft,,1.0,2018.0,4310069
6699,Gurgaon,1800 sqft,4.0,1.0,1995.0,5461004
6700,Delhi,1000 sqft,2.0,1.0,1998.0,4131056
6701,Pune,1200 sqft,1.0,,2005.0,4834827
6702,Gurgaon,NaN,3.0,1.0,2010.0,3845543
6703,Bangalore,,3.0,1.0,1998.0,5077703
6704,Noida,1200 sqft,3.0,1.0,2018.0,3424345
6705,Pune,1000 sqft,,2.0,2008.0,4988197
6706,Mumbai,1500sqft,2.0,2.0,2000.0,7747378
6707,Pune,NaN,2.0,,2008.0,3504528
6708,Noida,,3.0,1.0,,2524924
6709,Bangalore,1500sqft,1.0,3.0,2000.0,6460630
6710,Pune,1000 sqft,2.0,2.0,,4936167
6711,Gurgaon,,3.0,2.0,2008.0,4117054
6712,Noida,1000 sqft,2.0,1.0,1995.0,3632246
6713,Gurgaon,1000 sqft,3.0,3.0,2015.0,5458019
6714,Noida,1000 sqft,3.0,1.0,2008.0,3319501
6715,Noida,,,2.0,1998.0,2585419
6716,Bangalore,,2.0,2.0,2000.0,5150338
6717,Pune,1500sqft,,2.0,2018.0,4490201
6718,Gurgaon,,3.0,,2008.0,4109481
6719,Noida,,4.0,1.0,2012.0,2250210
6720,Gurgaon,1200 sqft,3.0,2.0,2005.0,5820585
6721,Mumbai,,2.0,2.0,2008.0,5995533
6722,Bangalore,NaN,2.0,2.0,2000.0,4862454
6723,Delhi,1500sqft,4.0,2.0,2000.0,3672216
6724,Delhi,800 sqft,4.0,1.0,2000.0,4114093
6725,Bangalore,800 sqft,3.0,1.0,2015.0,6380120
6726,Gurgaon,1000 sqft,2.0,2.0,2012.0,5601185
6727,Delhi,,,,2018.0,3105471
6728,Delhi,,2.0,2.0,2005.0,3097131
6729,Bangalore,,1.0,3.0,2005.0,4848914
6730,Delhi,2000 sqft,3.0,3.0,2000.0,4263064
6731,Delhi,2000 sqft,2.0,,2005.0,4159694
6732,Noida,900sqft,2.0,3.0,2010.0,2808810
6733,Noida,NaN,3.0,1.0,2008.0,2349995
6734,Mumbai,NaN,3.0,2.0,1998.0,6219636
6735,Delhi,1800 sqft,2.0,3.0,1995.0,4087171
6736,Bangalore,1800 sqft,1.0,,2012.0,7153113
6737,Delhi,,2.0,2.0,2018.0,2893951
6738,Mumbai,,2.0,2.0,2000.0,5806858
6739,Pune,1800 sqft,2.0,1.0,2005.0,4961485
6740,Noida,NaN,2.0,,2018.0,2649602
6741,Noida,1000 sqft,,2.0,2010.0,3675576
6742,Gurgaon,1000 sqft,1.0,,,5810559
6743,Mumbai,NaN,2.0,,2018.0,6230945
6744,Noida,800 sqft,,1.0,2015.0,3112978
6745,Mumbai,1500sqft,,2.0,2012.0,7944363
6746,Mumbai,1800 sqft,2.0,1.0,2000.0,8384389
6747,Pune,2000 sqft,2.0,2.0,2005.0,5083696
6748,Gurgaon,1800 sqft,2.0,2.0,2012.0,5674856
6749,Gurgaon,,1.0,,2010.0,4038485
6750,Bangalore,2000 sqft,3.0,2.0,2000.0,7043507
6751,Noida,1800 sqft,4.0,1.0,1995.0,3574426
6752,Bangalore,900sqft,3.0,1.0,2012.0,5752665
6753,Mumbai,,,2.0,2018.0,6114612
6754,Bangalore,1800 sqft,,,1998.0,7161213
6755,Mumbai,2000 sqft,3.0,2.0,1998.0,8307973
6756,Pune,,4.0,,2005.0,3678655
6757,Noida,1500sqft,2.0,2.0,1998.0,3345341
6758,Delhi,1000 sqft,3.0,3.0,2010.0,4056466
6759,Delhi,,2.0,2.0,2015.0,3075638
6760,Pune,800 sqft,2.0,2.0,2008.0,4312153
6761,Gurgaon,1000 sqft,3.0,1.0,2012.0,5586156
6762,Delhi,,2.0,2.0,2018.0,2942101
6763,Mumbai,NaN,2.0,,1995.0,5840849
6764,Noida,,2.0,2.0,2008.0,2271449
6765,Gurgaon,2000 sqft,4.0,2.0,2015.0,5848728
6766,Pune,900sqft,1.0,2.0,2015.0,4362200
6767,Pune,1500sqft,3.0,1.0,1998.0,4762199
6768,Gurgaon,800 sqft,3.0,2.0,2015.0,5182862
6769,Gurgaon,1200 sqft,4.0,2.0,1998.0,5627218
6770,Bangalore,1800 sqft,1.0,1.0,2015.0,7050347
6771,Noida,900sqft,2.0,1.0,2012.0,2960713
6772,Pune,NaN,,1.0,,3480072
6773,Delhi,900sqft,1.0,2.0,1998.0,3408819
6774,Bangalore,NaN,2.0,2.0,2012.0,4906328
6775,Noida,1500sqft,3.0,1.0,2012.0,3457649
6776,Bangalore,NaN,,2.0,2000.0,4884132
6777,Pune,900sqft,3.0,1.0,2000.0,4311993
6778,Gurgaon,1500sqft,3.0,2.0,2018.0,5434926
6779,Delhi,1200 sqft,,1.0,2012.0,4019111
6780,Delhi,1500sqft,3.0,2.0,,3911411
6781,Pune,900sqft,4.0,1.0,2012.0,4120243
6782,Delhi,1000 sqft,,2.0,,4404143
6783,Noida,,1.0,2.0,2010.0,2404925
6784,Mumbai,900sqft,2.0,1.0,2005.0,7023836
6785,Bangalore,800 sqft,3.0,,2000.0,6349523
6786,Noida,,3.0,1.0,2010.0,2567256
6787,Noida,1500sqft,4.0,1.0,1998.0,3127249
6788,Delhi,1800 sqft,,,1998.0,4402268
6789,Delhi,1000 sqft,3.0,2.0,2018.0,4149935
6790,Mumbai,,2.0,3.0,2005.0,5767392
6791,Bangalore,,,2.0,1995.0,5049512
6792,Pune,1200 sqft,,1.0,1998.0,4839478
6793,Pune,NaN,3.0,3.0,2000.0,3384089
6794,Delhi,1000 sqft,2.0,2.0,,4449482
6795,Bangalore,1200 sqft,3.0,1.0,1998.0,6923412
6796,Noida,2000 sqft,2.0,2.0,2018.0,3548489
6797,Pune,1500sqft,,1.0,2015.0,4378954
6798,Pune,1500sqft,2.0,,2010.0,4689534
6799,Mumbai,1000 sqft,4.0,2.0,2008.0,8214917
6800,Noida,,4.0,1.0,2012.0,2379786
6801,Bangalore,NaN,4.0,2.0,2008.0,4922336
6802,Noida,2000 sqft,,3.0,2018.0,3380662
6803,Pune,1800 sqft,2.0,1.0,2005.0,4766390
6804,Noida,1800 sqft,3.0,,2005.0,3488956
6805,Pune,900sqft,2.0,2.0,2012.0,4422549
6806,Bangalore,1000 sqft,3.0,,2005.0,6893648
6807,Pune,NaN,3.0,,2018.0,3420018
6808,Pune,,1.0,,2018.0,3681736
6809,Pune,,2.0,2.0,2005.0,3426240
6810,Noida,900sqft,3.0,1.0,1998.0,3096189
6811,Bangalore,1500sqft,3.0,1.0,1995.0,6299815
6812,Bangalore,,1.0,1.0,1998.0,5148886
6813,Noida,1500sqft,3.0,2.0,2015.0,3364115
6814,Bangalore,1500sqft,4.0,1.0,2018.0,6427472
6815,Noida,900sqft,2.0,2.0,2018.0,3028777
6816,Pune,,2.0,2.0,2008.0,3545388
6817,Noida,1200 sqft,1.0,1.0,2012.0,3381346
6818,Mumbai,,2.0,,2015.0,6148604
6819,Gurgaon,1800 sqft,3.0,,2000.0,5476835
6820,Gurgaon,2000 sqft,2.0,2.0,2012.0,5462471
6821,Delhi,900sqft,3.0,1.0,2012.0,3460361
6822,Bangalore,1000 sqft,1.0,,,7142462
6823,Bangalore,,1.0,1.0,2012.0,4837445
6824,Gurgaon,,2.0,3.0,2008.0,4007251
6825,Delhi,1200 sqft,2.0,2.0,2018.0,4410266
6826,Noida,800 sqft,3.0,3.0,1998.0,3284440
6827,Mumbai,1800 sqft,,1.0,2010.0,8319694
6828,Noida,,4.0,2.0,,2529279
6829,Bangalore,1200 sqft,4.0,1.0,2012.0,6809106
6830,Mumbai,1500sqft,4.0,1.0,2005.0,7787019
6831,Noida,800 sqft,,2.0,2012.0,3228289
6832,Delhi,,3.0,1.0,1995.0,2949429
6833,Noida,800 sqft,3.0,,2005.0,3120041
6834,Pune,,2.0,1.0,1998.0,3328690
6835,Gurgaon,2000 sqft,4.0,2.0,2015.0,5390373
6836,Gurgaon,2000 sqft,,3.0,1995.0,5372379
6837,Noida,1200 sqft,2.0,,2008.0,3251794
6838,Mumbai,900sqft,2.0,3.0,2010.0,6961839
6839,Bangalore,1200 sqft,3.0,3.0,2010.0,6784327
6840,Gurgaon,1000 sqft,3.0,,1998.0,5458269
6841,Noida,1200 sqft,4.0,1.0,2005.0,3585507
6842,Noida,1800 sqft,,,1998.0,3603592
6843,Bangalore,1500sqft,3.0,1.0,2000.0,6585164
6844,Noida,900sqft,2.0,,2010.0,2991140
6845,Gurgaon,1800 sqft,1.0,1.0,2012.0,5418592
6846,Mumbai,NaN,3.0,1.0,2000.0,6084235
6847,Gurgaon,,3.0,,2008.0,4077478
6848,Gurgaon,900sqft,4.0,2.0,2015.0,4774871
6849,Delhi,,2.0,2.0,1998.0,2881286
6850,Mumbai,900sqft,,1.0,2005.0,7158205
6851,Mumbai,1800 sqft,2.0,2.0,2010.0,8542178
6852,Pune,800 sqft,4.0,2.0,2010.0,4541943
6853,Gurgaon,1800 sqft,2.0,2.0,2015.0,5722201
6854,Noida,1500sqft,4.0,,2008.0,3056396
6855,Gurgaon,,3.0,3.0,2010.0,3762555
6856,Noida,1800 sqft,2.0,3.0,2008.0,3597904
6857,Noida,1000 sqft,,,2012.0,3329623
6858,Bangalore,1800 sqft,2.0,2.0,2012.0,6787580
6859,Bangalore,900sqft,3.0,3.0,2005.0,6082894
6860,Noida,NaN,2.0,1.0,1995.0,2418772
6861,Gurgaon,1800 sqft,1.0,2.0,2000.0,5682802
6862,Noida,,2.0,3.0,1995.0,2331666
6863,Pune,1000 sqft,4.0,1.0,2012.0,5004183
6864,Pune,,,2.0,2018.0,3361430
6865,Bangalore,1000 sqft,1.0,,1998.0,7081632
6866,Noida,,3.0,3.0,2015.0,2417622
6867,Delhi,NaN,2.0,2.0,,3081742
6868,Gurgaon,NaN,4.0,2.0,,3969908
6869,Delhi,900sqft,,,2010.0,3542857
6870,Gurgaon,2000 sqft,2.0,,1998.0,5633681
6871,Delhi,NaN,1.0,,2018.0,2807614
6872,Delhi,1200 sqft,1.0,1.0,2015.0,4221036
6873,Mumbai,1800 sqft,,1.0,2008.0,8277144
6874,Bangalore,NaN,4.0,3.0,1995.0,4791370
6875,Noida,900sqft,,,1998.0,3124004
6876,Delhi,1800 sqft,1.0,2.0,2008.0,4280555
6877,Bangalore,,2.0,2.0,1998.0,5070323
6878,Bangalore,NaN,3.0,2.0,2008.0,5148958
6879,Delhi,2000 sqft,1.0,,1998.0,3952651
6880,Delhi,900sqft,2.0,2.0,2012.0,3621813
6881,Pune,,4.0,1.0,,3544719
6882,Gurgaon,NaN,4.0,3.0,2000.0,4128846
6883,Bangalore,1000 sqft,2.0,3.0,2012.0,6951709
6884,Bangalore,1500sqft,2.0,2.0,1995.0,6628280
6885,Mumbai,,1.0,2.0,2018.0,5906841
6886,Noida,2000 sqft,3.0,1.0,2005.0,3407076
6887,Bangalore,800 sqft,,1.0,,6611598
6888,Noida,1200 sqft,2.0,1.0,2018.0,3460757
6889,Gurgaon,1800 sqft,1.0,2.0,1998.0,5580798
6890,Mumbai,800 sqft,4.0,1.0,2008.0,8026811
6891,Gurgaon,1000 sqft,3.0,2.0,2010.0,5401655
6892,Bangalore,900sqft,,1.0,2010.0,6091343
6893,Pune,,2.0,1.0,2015.0,3727015
6894,Noida,,1.0,2.0,,2659159
6895,Delhi,,2.0,,,3160068
6896,Delhi,1000 sqft,,1.0,,4179042
6897,Delhi,800 sqft,2.0,2.0,2000.0,3702847
6898,Pune,,,3.0,2015.0,3741323
6899,Delhi,900sqft,2.0,2.0,2008.0,3760937
6900,Delhi,1500sqft,3.0,2.0,,3998832
6901,Pune,1200 sqft,2.0,1.0,2012.0,4748709
6902,Mumbai,,4.0,,2018.0,5882490
6903,Noida,2000 sqft,3.0,1.0,2005.0,3312078
6904,Gurgaon,,2.0,1.0,2000.0,3990343
6905,Mumbai,2000 sqft,2.0,1.0,,8595159
6906,Bangalore,,2.0,3.0,,4787183
6907,Pune,1500sqft,3.0,2.0,1998.0,4344115
6908,Pune,1000 sqft,3.0,1.0,1998.0,4898472
6909,Delhi,2000 sqft,2.0,2.0,2018.0,3974755
6910,Bangalore,,3.0,1.0,2010.0,5178524
6911,Bangalore,1800 sqft,1.0,1.0,2010.0,6856699
6912,Noida,1800 sqft,3.0,1.0,1995.0,3619769
6913,Gurgaon,NaN,2.0,2.0,2005.0,4142182
6914,Bangalore,1500sqft,3.0,3.0,1998.0,6430643
6915,Pune,900sqft,2.0,2.0,2015.0,4218348
6916,Pune,1200 sqft,3.0,2.0,2010.0,4764828
6917,Pune,NaN,,1.0,2008.0,3745859
6918,Bangalore,NaN,2.0,2.0,2012.0,5193699
6919,Gurgaon,,3.0,,2000.0,4012655
6920,Mumbai,800 sqft,2.0,1.0,2018.0,7926946
6921,Delhi,1000 sqft,4.0,1.0,2008.0,4338587
6922,Mumbai,1800 sqft,3.0,2.0,,8327064
6923,Gurgaon,1800 sqft,2.0,1.0,1998.0,5801150
6924,Bangalore,,1.0,2.0,2010.0,5133187
6925,Gurgaon,900sqft,,3.0,2005.0,4951098
6926,Bangalore,2000 sqft,3.0,1.0,1995.0,7162996
6927,Bangalore,2000 sqft,,,2008.0,7186223
6928,Noida,1200 sqft,2.0,1.0,2010.0,3416186
6929,Gurgaon,1800 sqft,,2.0,1998.0,5551768
6930,Pune,1200 sqft,3.0,,1998.0,4968345
6931,Gurgaon,800 sqft,3.0,1.0,2010.0,5178367
6932,Delhi,800 sqft,3.0,1.0,2008.0,3687508
6933,Bangalore,1800 sqft,1.0,2.0,1998.0,7196747
6934,Gurgaon,800 sqft,,2.0,2010.0,5339491
6935,Mumbai,900sqft,1.0,,1995.0,7159369
6936,Mumbai,1500sqft,,1.0,2012.0,8031689
6937,Delhi,,2.0,1.0,2005.0,2787260
6938,Delhi,1500sqft,3.0,1.0,1995.0,4112249
6939,Bangalore,900sqft,1.0,3.0,2018.0,5942933
6940,Gurgaon,,3.0,,2008.0,4151599
6941,Gurgaon,2000 sqft,2.0,2.0,2018.0,5574761
6942,Mumbai,1800 sqft,3.0,2.0,2008.0,8364767
6943,Bangalore,1800 sqft,3.0,1.0,2008.0,7169680
6944,Bangalore,NaN,3.0,1.0,2010.0,5222379
6945,Noida,800 sqft,2.0,2.0,,3065854
6946,Mumbai,1000 sqft,2.0,,1998.0,8610971
6947,Bangalore,NaN,3.0,2.0,2012.0,4791488
6948,Pune,1000 sqft,3.0,3.0,1998.0,5064901
6949,Gurgaon,2000 sqft,2.0,3.0,2000.0,5764757
6950,Bangalore,NaN,1.0,2.0,2012.0,4828532
6951,Pune,1500sqft,1.0,3.0,1998.0,4408951
6952,Delhi,NaN,1.0,3.0,2005.0,3210168
6953,Gurgaon,900sqft,2.0,2.0,,4993832
6954,Noida,1500sqft,4.0,2.0,2012.0,3192800
6955,Pune,1000 sqft,4.0,,2012.0,4685974
6956,Pune,2000 sqft,4.0,2.0,2010.0,4917331
6957,Noida,1500sqft,3.0,2.0,2012.0,3379180
6958,Pune,900sqft,3.0,1.0,2008.0,4119966
6959,Pune,2000 sqft,1.0,1.0,2000.0,4736775
6960,Noida,1500sqft,1.0,3.0,2012.0,3454498
6961,Pune,800 sqft,3.0,2.0,2018.0,4528257
6962,Delhi,2000 sqft,3.0,1.0,2010.0,4216002
6963,Gurgaon,NaN,2.0,2.0,2000.0,4202143
6964,Delhi,,3.0,2.0,2015.0,2911528
6965,Bangalore,,,1.0,2005.0,4807311
6966,Bangalore,1200 sqft,2.0,2.0,1995.0,6813680
6967,Gurgaon,1200 sqft,1.0,2.0,1995.0,5674908
6968,Pune,900sqft,2.0,1.0,,4314205
6969,Gurgaon,2000 sqft,1.0,2.0,2008.0,5621040
6970,Gurgaon,1800 sqft,4.0,3.0,,5799277
6971,Delhi,800 sqft,4.0,3.0,,3979807
